1.000000,716.455962,300.611264
100.000000,8.507292,1.298088
50.000000,27.901298,17.082520
25.000000,66.218830,31.250689
75.000000,14.931299,9.020067
13.000000,206.088648,55.253076
7.000000,458.555155,107.600279
19.000000,132.077291,62.523048
37.000000,31.965517,18.795889
62.000000,12.232609,1.867556
87.000000,10.037001,1.327274
87.000000,10.037001,1.327274
22.000000,103.060073,45.217356
4.000000,636.285658,192.796910
31.000000,62.330050,36.075893
16.000000,217.844493,70.431839
43.000000,31.982730,18.197767
10.000000,441.146115,96.389056
68.000000,9.424441,1.602073
56.000000,11.621011,1.653656
93.000000,8.939814,1.649811
93.000000,8.939814,1.649811
2.000000,775.326208,240.229207
2.000000,775.326208,240.229207
2.000000,775.326208,240.229207
8.000000,508.012047,140.085537
34.000000,44.841588,22.013082
20.000000,119.242718,56.862414
17.000000,136.601549,65.930551
28.000000,58.224780,32.929813
11.000000,402.155549,139.654022
14.000000,289.189155,81.484042
46.000000,20.968780,10.487254
23.000000,99.535046,43.054871
53.000000,13.089605,1.831432
65.000000,10.582770,1.350963
90.000000,8.512256,1.441328
18.000000,213.418454,82.831392
12.000000,290.097983,84.224582
5.000000,651.499069,161.132720
32.000000,37.121058,25.694222
9.000000,431.883179,106.785588
3.000000,617.590999,152.434285
26.000000,42.023862,20.935179
24.000000,104.200512,45.315002
29.000000,67.591859,39.164866
48.000000,15.901229,7.575222
15.000000,241.591486,82.859554
21.000000,132.105957,46.483350
63.000000,14.846060,9.395724
54.000000,16.178368,4.720622
44.000000,18.890147,8.771341
66.000000,13.778631,8.431261
51.000000,17.861083,7.641916
35.000000,68.979931,45.501127
81.000000,14.500586,10.021152
71.000000,10.117150,1.566791
88.000000,8.748439,1.402745
88.000000,8.748439,1.402745
6.000000,511.651558,129.524903
27.000000,90.772820,62.019347
36.000000,33.125597,18.540936
33.000000,23.497996,13.166033
45.000000,13.804620,1.931431
30.000000,34.138199,15.057188
49.000000,28.581543,18.142800
52.000000,22.755739,16.075082
64.000000,18.072685,12.940039
73.000000,19.841853,13.434783
67.000000,11.036335,1.916274
55.000000,25.714712,13.095633
84.000000,9.286885,1.734017
47.000000,29.936895,15.951904
72.000000,8.755414,1.594860
74.000000,12.811445,6.905214
82.000000,9.684540,1.568722
